,Well,Plate,CFUs/mL,Species,Inoculated species,Medium,Initial OD,spent,fn,Base carbon source,Short name,Background,Partner,log2 fold change
0,B10,2,200000000.0,At,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Ct),Ml,Ct,7.91990275069128
1,C11,2,300000000.0,At,At+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Oa),Ml,Oa,8.504865251412436
2,D1,2,520000000.0,At,At,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,9.29841437394501
3,D4,2,260000000.0,At,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,8.29841437394501
4,D5,2,300000000.0,At,At+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,8.504865251412436
5,D11,2,98000000.0,At,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,6.890756405031763
6,E4,2,240000000.0,At,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,8.182937156525073
7,E11,2,180000000.0,At,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,7.76789965724623
8,F4,2,240000000.0,At,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,8.182937156525073
9,F11,2,200000000.0,At,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,7.91990275069128
10,G1,2,44000000.0,At,At,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.735478179553852
11,G2,2,52000000.0,At,At,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.976486279057648
12,G3,2,52000000.0,At,At,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.976486279057648
13,H3,2,82000000.0,At,At,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,6.633598565534639
14,A1,2,11000000.0,Ct,Ct,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,4.886234525055013
15,A4,2,10000000.0,Ct,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,4.748731001305078
16,A5,2,9000000.0,Ct,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,4.596727907860028
17,A8,2,700000000.0,Ct,Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,10.878014018250044
18,B1,2,11200000.0,Ct,Ct,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,4.9122297335879574
19,B4,2,11400000.0,Ct,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,4.937764825695094
20,B5,2,10200000.0,Ct,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,4.777300153501848
21,B8,2,580000000.0,Ct,Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,10.606711996432649
22,B10,2,320000000.0,Ct,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (At),Ml,At,9.748731001305078
23,C1,2,11600000.0,Ct,Ct,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,4.962855806657925
24,C4,2,11400000.0,Ct,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,4.937764825695094
25,C5,2,11600000.0,Ct,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,4.962855806657925
26,C8,2,400000000.0,Ct,Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,10.07065909619244
27,D8,2,42000000.0,Ct,Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,6.819120329196475
28,D12,2,18000000.0,Ct,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,5.596727907860028
29,G4,2,7800000.0,Ct,Ct,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,4.3902770303926015
30,G5,2,8000000.0,Ct,Ct,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,4.4268029064177155
31,G6,2,11000000.0,Ct,Ct,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,4.886234525055013
32,H4,2,20000000.0,Ct,Ct,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,5.748731001305078
33,H5,2,16000000.0,Ct,Ct,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,5.4268029064177155
34,H6,2,30000000.0,Ct,Ct,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,6.333693502026234
35,A2,2,7400000.0,Ml,Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,2.2087425033130703
36,A4,2,13400000.0,Ml,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,3.0653783281418927
37,A6,2,10600000.0,Ml,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,2.7272095922473194
38,B2,2,11400000.0,Ml,Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,2.8321791518488624
39,B4,2,58000000.0,Ml,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,5.179198227699055
40,B6,2,48000000.0,Ml,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,4.906179733292639
41,C2,2,11800000.0,Ml,Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,2.8819321870459618
42,C4,2,48000000.0,Ml,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,4.906179733292639
43,C6,2,44000000.0,Ml,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,4.78064885120878
44,D2,2,66000000.0,Ml,Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,5.365611351929936
45,D4,2,146000000.0,Ml,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (At),Ct,At,6.5110417914514995
46,D6,2,118000000.0,Ml,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,6.203860281933324
47,D11,2,44000000.0,Ml,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,4.78064885120878
48,D12,2,36000000.0,Ml,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ct),Oa,Ct,4.491142234013795
49,E2,2,104000000.0,Ml,Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,6.021656950712575
50,E4,2,280000000.0,Ml,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (At),Ct,At,7.450500249516449
51,E6,2,300000000.0,Ml,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,7.550035923067363
52,E11,2,60000000.0,Ml,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,5.2281078281800015
53,F2,2,68000000.0,Ml,Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,5.408680073821822
54,F4,2,240000000.0,Ml,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (At),Ct,At,7.2281078281800015
55,F6,2,150000000.0,Ml,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,6.550035923067363
56,F11,2,60000000.0,Ml,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,5.2281078281800015
57,G7,2,12000.0,Ml,Ml,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,-7.059604551369448
58,G8,2,18000.0,Ml,Ml,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,-6.474642050648292
59,G9,2,120000.0,Ml,Ml,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,-3.7376764564820855
60,H7,2,9200000.0,Ml,Ml,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,2.5228510937411333
61,H8,2,10600000.0,Ml,Ml,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,2.7272095922473194
62,H9,2,8400000.0,Ml,Ml,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,2.391606560462881
63,A3,2,440000000.0,Oa,Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,9.20585754205257
64,A5,2,420000000.0,Oa,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,9.138743346194033
65,A6,2,420000000.0,Oa,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,9.138743346194033
66,A9,2,1080000000.0,Oa,Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,10.501313425578742
67,B3,2,460000000.0,Oa,Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,9.269987879472286
68,B5,2,168000000.0,Oa,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,7.816815251306671
69,B6,2,380000000.0,Oa,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,8.994353436858859
70,C3,2,340000000.0,Oa,Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,8.833888764665613
71,C5,2,178000000.0,Oa,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,7.900231259494308
72,C6,2,180000000.0,Oa,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,7.916350924857585
73,C9,2,920000000.0,Oa,Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,10.269987879472286
74,C11,2,920000000.0,Oa,At+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (At),Ml,At,10.269987879472286
75,D3,2,380000000.0,Oa,Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,8.994353436858859
76,D5,2,460000000.0,Oa,At+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (At),Ct,At,9.269987879472286
77,D6,2,380000000.0,Oa,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,8.994353436858859
78,E3,2,700000000.0,Oa,Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,9.875708940360239
79,E6,2,460000000.0,Oa,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,9.269987879472286
80,F3,2,600000000.0,Oa,Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,9.653316519023791
81,F6,2,500000000.0,Oa,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,9.390282113189997
82,G10,2,32000000.0,Oa,Oa,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.42449782852791
83,G11,2,32000000.0,Oa,Oa,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.42449782852791
84,G12,2,32000000.0,Oa,Oa,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.42449782852791
85,H11,2,132000000.0,Oa,Oa,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,7.468891947886363
86,H12,2,112000000.0,Oa,Oa,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,7.231852750585515
87,A7,2,480000000.0,At,At,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,9.182937156525073
88,A10,2,400000000.0,At,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Ct),Ml,Ct,8.91990275069128
89,A11,2,320000000.0,At,At+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Oa),Ml,Oa,8.597974655803917
90,B7,2,480000000.0,At,At,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,9.182937156525073
91,B10,2,500000000.0,At,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Ct),Ml,Ct,9.241830845578642
92,B11,2,280000000.0,At,At+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Oa),Ml,Oa,8.405329577861522
93,C7,2,520000000.0,At,At,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,9.29841437394501
94,C10,2,360000000.0,At,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Ct),Ml,Ct,8.76789965724623
95,C11,2,260000000.0,At,At+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Oa),Ml,Oa,8.29841437394501
96,D1,2,440000000.0,At,At,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,9.057406274441215
97,D4,2,240000000.0,At,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,8.182937156525073
98,D5,2,440000000.0,At,At+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,9.057406274441215
99,D7,2,280000000.0,At,At,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,8.405329577861522
100,D10,2,160000000.0,At,At+Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ct),Oa,Ct,7.597974655803918
101,D11,2,220000000.0,At,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,8.057406274441215
102,E1,2,460000000.0,At,At,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,9.12153661186093
103,E4,2,180000000.0,At,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,7.76789965724623
104,E5,2,280000000.0,At,At+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,8.405329577861522
105,E7,2,180000000.0,At,At,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,7.76789965724623
106,E10,2,220000000.0,At,At+Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ct),Oa,Ct,8.057406274441215
107,E11,2,180000000.0,At,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,7.76789965724623
108,F1,2,420000000.0,At,At,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,8.990292078582678
109,F4,2,340000000.0,At,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Ml),Ct,Ml,8.685437497054258
110,F5,2,440000000.0,At,At+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,9.057406274441215
111,F7,2,240000000.0,At,At,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,8.182937156525073
112,F10,2,200000000.0,At,At+Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ct),Oa,Ct,7.91990275069128
113,F11,2,220000000.0,At,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,8.057406274441215
114,G1,2,30000000.0,At,At,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.182937156525074
115,G2,2,40000000.0,At,At,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.597974655803918
116,G3,2,44000000.0,At,At,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,5.735478179553852
117,H1,2,54000000.0,At,At,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,6.030934063080024
118,H2,2,62000000.0,At,At,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,6.230242871303431
119,H3,2,220000000.0,At,At,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,8.057406274441215
120,A1,2,10600000.0,Ct,Ct,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,4.8327952660935525
121,A4,2,9000000.0,Ct,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,4.596727907860028
122,A5,2,9000000.0,Ct,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,4.596727907860028
123,A8,2,860000000.0,Ct,Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,11.174995756007176
124,A10,2,840000000.0,Ct,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (At),Ml,At,11.141048424083838
125,A12,2,400000000.0,Ct,Ct+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Oa),Ml,Oa,10.07065909619244
126,B1,2,8200000.0,Ct,Ct,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,4.462426816148437
127,B4,2,7800000.0,Ct,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,4.3902770303926015
128,B5,2,9000000.0,Ct,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,4.596727907860028
129,B8,2,720000000.0,Ct,Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,10.91865600274739
130,B10,2,580000000.0,Ct,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (At),Ml,At,10.606711996432649
131,B12,2,600000000.0,Ct,Ct+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Oa),Ml,Oa,10.655621596913596
132,C4,2,7600000.0,Ct,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ml),At,Ml,4.352802324973938
133,C5,2,5200000.0,Ct,Ct+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,3.805314529671445
134,C8,2,760000000.0,Ct,Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,10.996658514748663
135,C10,2,540000000.0,Ct,At+Ct,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (At),Ml,At,10.503618503468546
136,C12,2,520000000.0,Ct,Ct+Oa,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml (Oa),Ml,Oa,10.449170719446169
137,D8,2,12400000.0,Ct,Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,5.059071121917228
138,D10,2,14400000.0,Ct,At+Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,5.274799812972665
139,D12,2,9600000.0,Ct,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,4.689837312251509
140,E8,2,11400000.0,Ct,Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,4.937764825695094
141,E10,2,16800000.0,Ct,At+Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,5.4971922343091135
142,E12,2,14600000.0,Ct,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,5.29469937041037
143,F8,2,15800000.0,Ct,Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,5.408655559707456
144,F10,2,14600000.0,Ct,At+Ct,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,5.29469937041037
145,F12,2,12000000.0,Ct,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ml),Oa,Ml,5.0117654071388715
146,G4,2,2400000.0,Ct,Ct,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,2.6898373122515093
147,G5,2,4200000.0,Ct,Ct,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,3.4971922343091135
148,G6,2,4400000.0,Ct,Ct,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,3.56430643016765
149,H4,2,10800000.0,Ct,Ct,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,4.859762313693821
150,H5,2,10600000.0,Ct,Ct,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,4.8327952660935525
151,H6,2,11000000.0,Ct,Ct,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,4.886234525055013
152,A2,2,8000000.0,Ml,Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,2.321217232571483
153,A4,2,4800000.0,Ml,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,1.5842516384052767
154,A6,2,8000000.0,Ml,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,2.321217232571483
155,B2,2,10000000.0,Ml,Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,2.643145327458845
156,B4,2,9000000.0,Ml,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,2.491142234013795
157,B6,2,16000000.0,Ml,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,3.321217232571483
158,C2,2,14000000.0,Ml,Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At,At,No partner,3.128572154629087
159,C4,2,10400000.0,Ml,Ct+Ml,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Ct),At,Ct,2.6997288558252124
160,C6,2,18000000.0,Ml,Ml+Oa,At_mannose,0.001,True,cfus_spent_mannose,Mannose,At (Oa),At,Oa,3.491142234013795
161,D2,2,42000000.0,Ml,Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,4.713534655350243
162,D4,2,96000000.0,Ml,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (At),Ct,At,5.906179733292639
163,D6,2,180000000.0,Ml,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,6.813070328901158
164,D9,2,38000000.0,Ml,Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,4.569144746015068
165,D11,2,66000000.0,Ml,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,5.365611351929936
166,D12,2,6800000.0,Ml,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ct),Oa,Ct,2.08675197893446
167,E2,2,42000000.0,Ml,Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,4.713534655350243
168,E4,2,86000000.0,Ml,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (At),Ct,At,5.747481987273581
169,E6,2,140000000.0,Ml,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,6.450500249516449
170,E9,2,30000000.0,Ml,Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,4.2281078281800015
171,E11,2,56000000.0,Ml,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,5.1285721546290866
172,E12,2,8400000.0,Ml,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ct),Oa,Ct,2.391606560462881
173,F2,2,40000000.0,Ml,Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct,Ct,No partner,4.6431453274588455
174,F4,2,96000000.0,Ml,At+Ml,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (At),Ct,At,5.906179733292639
175,F6,2,220000000.0,Ml,Ml+Oa,Ct_isoleucine,0.001,True,cfus_spent_mannose,Isoleucine,Ct (Oa),Ct,Oa,7.102576946096142
176,F9,2,24000000.0,Ml,Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa,Oa,No partner,3.906179733292639
177,F11,2,48000000.0,Ml,At+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (At),Oa,At,4.906179733292639
178,F12,2,7800000.0,Ml,Ct+Ml,Oa_mannose,0.001,True,cfus_spent_mannose,Mannose,Oa (Ct),Oa,Ct,2.284691356546369
179,G7,2,14000.0,Ml,Ml,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,-6.837212130033
180,G9,2,8000.0,Ml,Ml,No CS,0.001,True,cfus_spent_mannose,No CS,No CS,No CS,No partner,-7.644567052090604
181,H7,2,6200000.0,Ml,Ml,Ml_mannose,0.001,True,cfus_spent_mannose,Mannose,Ml,Ml,No partner,1.9534854480709956
